row_id,id,flight,flight_number,agent_name,agent_no,passenger_name,prm_agent_type,start_time,paused_at,end_time,service,seat_number,scanned_by,scanned_by_user,remarks,pos_location,no_show_flag,loc_name,arrival,airline,emp_type,departure,requested,service_date
44,11672,QF9099,9099,Agent A2,AG002,Carlos Brown,SELF,1554,1649,1649,WCHS,15D,,,,Boarding Gate,,JFK,SFO,QF,Employee,JFK,1,2025-12-01T00:00:00Z
45,11672,QF9099,9099,Agent A2,AG002,Carlos Brown,SELF,1719,,1726,WCHS,15D,,,,Boarding Gate,,JFK,SFO,QF,Employee,JFK,1,2025-12-01T00:00:00Z
46,11673,QF1620,1620,Agent C2,AG007,David Kim,SELF,729,,847,WCHR,25A,,,,AircraftGate-A,,JFK,LAX,QF,Employee,JFK,0,2025-12-01T00:00:00Z
47,11674,SQ155,155,Agent A2,AG002,James Mueller,SELF,1911,,2004,WCHR,15C,,,,Aircraft Point,,JFK,DXB,SQ,Employee,JFK,0,2025-12-01T00:00:00Z
48,11675,BA1135,1135,Agent B1,AG004,Ibrahim Thomas,OUTSOURCED,2021,2028,2028,WCHR,31B,,,,Aircraft Point,,JFK,LHR,BA,Employee,JFK,0,2025-12-01T00:00:00Z
49,11675,BA1135,1135,Agent B1,AG004,Ibrahim Thomas,OUTSOURCED,2052,,2158,WCHR,31B,,,,Aircraft Point,,JFK,LHR,BA,Employee,JFK,0,2025-12-01T00:00:00Z
50,11676,MH6595,6595,Agent A1,AG001,Aditi Patel,SELF,1336,,1426,WCHR,35F,,,,Belt Area,,JFK,DXB,MH,Employee,JFK,0,2025-12-01T00:00:00Z
51,11677,EK1086,1086,Agent A3,AG003,Omar Mueller,SELF,736,,844,WCHR,27C,,,,Aircraft Point,,JFK,ORD,EK,Employee,JFK,0,2025-12-01T00:00:00Z
52,11678,QF2854,2854,Agent D1,AG008,Priya Singh,SELF,933,,950,MEDA,39E,,,,Aircraft Point,,JFK,LAX,QF,Employee,JFK,0,2025-12-01T00:00:00Z
53,11679,BA8434,8434,Agent A2,AG002,Arjun Tanaka,OUTSOURCED,1040,,1157,MAAS,42A,,,,AircraftGate-A,,JFK,LAX,BA,Employee,JFK,0,2025-12-01T00:00:00Z
54,11680,AA9194,9194,Agent C2,AG007,Bianca Kumar,SELF,218,,249,WCHR,35D,,,,Checkin Counter,,JFK,ORD,AA,Employee,JFK,0,2025-12-01T00:00:00Z
55,11681,AA8595,8595,Agent A1,AG001,David Chen,SELF,213,,248,WCHR,11E,,,,Aircraft Point,,JFK,SFO,AA,Employee,JFK,0,2025-12-01T00:00:00Z
56,11682,SQ264,264,Agent C2,AG007,Priya Johnson,SELF,646,,724,UMNR,41F,,,,Boarding Gate,,JFK,SFO,SQ,Employee,JFK,0,2025-12-01T00:00:00Z
57,11683,SQ6812,6812,Agent D1,AG008,Maria Mueller,SELF,1116,,1232,UMNR,41B,,,,Boarding Gate,,JFK,CDG,SQ,Employee,JFK,0,2025-12-01T00:00:00Z
58,11684,MH6201,6201,Agent C1,AG006,Nadia Anderson,SELF,1745,,1911,WCHR,6F,,,,Aircraft Point,,JFK,BOM,MH,Employee,JFK,0,2025-12-01T00:00:00Z
59,11685,SQ516,516,Agent A3,AG003,Carlos Nguyen,SELF,1318,,1417,MAAS,4E,,,,AircraftGate-A,,JFK,CDG,SQ,Employee,JFK,0,2025-12-01T00:00:00Z
60,11686,QF1143,1143,Agent B2,AG005,Arjun Taylor,SELF,1754,,1910,MEDA,13F,,,,Boarding Gate,,JFK,ORD,QF,Employee,JFK,0,2025-12-01T00:00:00Z
61,11687,JL8131,8131,Agent B1,AG004,Tara Sharma,SELF,1715,,1822,MAAS,13B,,,,Aircraft Point,,JFK,LAX,JL,Employee,JFK,0,2025-12-01T00:00:00Z
62,11688,QF1757,1757,Agent A2,AG002,George Nguyen,SELF,1229,,1333,MAAS,29C,,,,Checkin Counter,,JFK,LAX,QF,Employee,JFK,0,2025-12-01T00:00:00Z
63,11689,SQ566,566,Agent B2,AG005,Yuki Mueller,SELF,1728,1736,1736,MAAS,36D,,,,Boarding Gate,,SYD,SIN,SQ,Employee,SYD,0,2025-12-02T00:00:00Z
64,11689,SQ566,566,Agent B2,AG005,Yuki Mueller,SELF,1806,,1902,MAAS,36D,,,,Boarding Gate,,SYD,SIN,SQ,Employee,SYD,0,2025-12-02T00:00:00Z
65,11690,MH2212,2212,Agent A3,AG003,Devi Johnson,SELF,1401,,1450,WCHC,15C,,,,Aircraft Point,,SYD,BNE,MH,Employee,SYD,0,2025-12-02T00:00:00Z
66,11691,QF6571,6571,Agent D1,AG008,Hana Mueller,SELF,1244,,1338,WCHR,42F,,,,AircraftGate-A,,SYD,MEL,QF,Employee,SYD,0,2025-12-02T00:00:00Z
67,11692,QF544,544,Agent C1,AG006,Fatima Anderson,OUTSOURCED,1044,,1208,WCHR,13A,,,,AircraftGate-A,,SYD,DXB,QF,Employee,SYD,0,2025-12-02T00:00:00Z
68,11693,EK4884,4884,Agent C1,AG006,Fatima Santos,SELF,2144,,2218,WCHR,32F,,,,Aircraft Point,,SYD,HKG,EK,Employee,SYD,1,2025-12-02T00:00:00Z
69,11694,QF5204,5204,Agent A2,AG002,Wei Sharma,SELF,731,,832,WCHR,23C,,,,Boarding Gate,,SYD,MEL,QF,Employee,SYD,0,2025-12-02T00:00:00Z
70,11695,JL6719,6719,Agent A2,AG002,David Mueller,SELF,1344,1402,1402,UMNR,19C,,,,Boarding Gate,,SYD,BNE,JL,Employee,SYD,0,2025-12-02T00:00:00Z
71,11695,JL6719,6719,Agent A2,AG002,David Mueller,SELF,1420,,1428,UMNR,19C,,,,Boarding Gate,,SYD,BNE,JL,Employee,SYD,0,2025-12-02T00:00:00Z
72,11696,BA445,445,Agent A2,AG002,Bianca Ali,SELF,1635,,1804,MAAS,36E,,,,Aircraft Point,,SYD,BNE,BA,Employee,SYD,0,2025-12-02T00:00:00Z
73,11697,CX619,619,Agent A2,AG002,George Thomas,SELF,1226,,1309,WCHC,18D,,,,Aircraft Door,,SYD,PER,CX,Employee,SYD,0,2025-12-02T00:00:00Z
74,11698,DL4739,4739,Agent C2,AG007,Raj Santos,SELF,1158,1304,1304,WCHC,14F,,,,AircraftGate-A,,SYD,BNE,DL,Employee,SYD,0,2025-12-02T00:00:00Z
75,11698,DL4739,4739,Agent C2,AG007,Raj Santos,SELF,1329,,1337,WCHC,14F,,,,AircraftGate-A,,SYD,BNE,DL,Employee,SYD,0,2025-12-02T00:00:00Z
76,11699,JL9066,9066,Agent A1,AG001,Hana Taylor,SELF,1958,,2102,WCHC,22C,,,,Boarding Gate,,SYD,MEL,JL,Employee,SYD,0,2025-12-02T00:00:00Z
77,11700,QF866,866,Agent C2,AG007,Omar Ali,SELF,1446,,1528,UMNR,10F,,,,AircraftGate-A,,SYD,DEL,QF,Employee,SYD,0,2025-12-02T00:00:00Z
78,11701,MH3710,3710,Agent A2,AG002,Kaori Sharma,SELF,1352,,1450,WCHR,36A,,,,Boarding Gate,,SYD,PER,MH,Employee,SYD,0,2025-12-02T00:00:00Z
79,11702,CX1097,1097,Agent A2,AG002,Zara Singh,SELF,803,915,915,WCHC,31D,,,,Checkin Counter,,SYD,PER,CX,Employee,SYD,0,2025-12-02T00:00:00Z
80,11702,CX1097,1097,Agent A2,AG002,Zara Singh,SELF,926,,939,WCHC,31D,,,,Checkin Counter,,SYD,PER,CX,Employee,SYD,0,2025-12-02T00:00:00Z
81,11703,QF1800,1800,Agent D1,AG008,Uma Williams,SELF,1150,,1319,WCHR,7F,,,,Aircraft Point,,KUL,BKK,QF,Employee,KUL,0,2025-12-02T00:00:00Z
82,11704,MH7990,7990,Agent A2,AG002,Devi Wilson,SELF,2041,,2131,WCHC,9C,,,,Aircraft Point,N,KUL,SIN,MH,Employee,KUL,0,2025-12-02T00:00:00Z
83,11705,QF9654,9654,Agent B1,AG004,Lakshmi Singh,SELF,1020,,1119,WCHR,26B,,,,Aircraft Point,,KUL,BKK,QF,Employee,KUL,0,2025-12-02T00:00:00Z
84,11706,EK6114,6114,Agent A2,AG002,Tara Johnson,SELF,1552,,1718,DPNA,29F,,,,Aircraft Point,,KUL,SIN,EK,Employee,KUL,0,2025-12-02T00:00:00Z
85,11707,CX1653,1653,Agent B2,AG005,Viktor Chen,SELF,623,,730,WCHR,21E,,,,Checkin Counter,,KUL,JKT,CX,Employee,KUL,1,2025-12-02T00:00:00Z
86,11708,AA6118,6118,Agent A2,AG002,Chen Chen,SELF,855,,1023,UMNR,40D,,,,Boarding Gate,,KUL,HKG,AA,Employee,KUL,0,2025-12-02T00:00:00Z
87,11709,LH2021,2021,Agent A3,AG003,Viktor Lee,SELF,1815,,1834,WCHR,12C,,,,Boarding Gate,,KUL,BKK,LH,Employee,KUL,0,2025-12-02T00:00:00Z
88,11710,SQ2275,2275,Agent A3,AG003,James Taylor,OUTSOURCED,1909,,1931,WCHR,33B,,,,AircraftGate-A,,KUL,DXB,SQ,Employee,KUL,1,2025-12-02T00:00:00Z
89,11711,MH5670,5670,Agent A3,AG003,Carlos Nguyen,SELF,1019,,1039,WCHR,39F,,,,Aircraft Point,,KUL,SIN,MH,Employee,KUL,1,2025-12-02T00:00:00Z
90,11712,AA9688,9688,Agent B1,AG004,Nadia Mueller,SELF,1058,,1209,WCHR,38A,,,,Aircraft Point,,KUL,SYD,AA,Employee,KUL,0,2025-12-02T00:00:00Z
91,11713,UA6677,6677,Agent A1,AG001,David Patel,SELF,1001,,1045,UMNR,38D,,,,Aircraft Point,,KUL,JKT,UA,Employee,KUL,0,2025-12-02T00:00:00Z
92,11714,QF2435,2435,Agent A2,AG002,Fatima Nguyen,SELF,1829,,1913,WCHR,10E,,,,Checkin Counter,,JFK,DXB,QF,Employee,JFK,0,2025-12-02T00:00:00Z
93,11715,EK2370,2370,Agent A1,AG001,Yuki Sharma,SELF,1921,,2019,UMNR,15A,,,,Boarding Gate,,JFK,CDG,EK,Employee,JFK,0,2025-12-02T00:00:00Z
94,11716,AA5922,5922,Agent C2,AG007,Aisha Sharma,SELF,915,,959,MAAS,10B,,,,Aircraft Point,,JFK,HKG,AA,Employee,JFK,0,2025-12-02T00:00:00Z
95,11717,EK5105,5105,Agent B2,AG005,David Chen,SELF,505,,615,WCHR,7E,,,,Checkin Counter,,JFK,ORD,EK,Employee,JFK,0,2025-12-02T00:00:00Z
96,11718,CX356,356,Agent A3,AG003,David Sharma,SELF,1542,1551,1551,WCHC,25C,,,,Boarding Gate,,JFK,SFO,CX,Employee,JFK,0,2025-12-02T00:00:00Z
97,11718,CX356,356,Agent A3,AG003,David Sharma,SELF,1612,,1627,WCHC,25C,,,,Boarding Gate,,JFK,SFO,CX,Employee,JFK,0,2025-12-02T00:00:00Z
98,11719,LH5873,5873,Agent B2,AG005,Chen Chen,OUTSOURCED,1037,,1206,MAAS,15D,,,,Checkin Counter,,JFK,SIN,LH,Employee,JFK,0,2025-12-02T00:00:00Z
99,11720,SQ1526,1526,Agent C2,AG007,Chen Santos,SELF,1346,,1438,WCHR,1B,,,,Aircraft Point,,JFK,LHR,SQ,Employee,JFK,0,2025-12-02T00:00:00Z
100,11721,BA9673,9673,Agent A2,AG002,Hana Kim,OUTSOURCED,424,,514,MAAS,22E,,,,Aircraft Point,,JFK,ORD,BA,Employee,JFK,1,2025-12-02T00:00:00Z
101,11722,UA3144,3144,Agent A2,AG002,Omar Johnson,OUTSOURCED,1948,,2036,WCHR,19F,,,,Boarding Gate,,JFK,LHR,UA,Employee,JFK,0,2025-12-02T00:00:00Z
102,11723,SQ2675,2675,Agent A3,AG003,Aarav Johnson,SELF,1505,,1522,DPNA,29D,,,,Aircraft Point,,JFK,DXB,SQ,Employee,JFK,0,2025-12-02T00:00:00Z
103,11724,EK1193,1193,Agent B1,AG004,Chen Sharma,SELF,1148,,1301,WCHC,18B,,,,Belt Area,,JFK,DEL,EK,Employee,JFK,0,2025-12-02T00:00:00Z
104,11725,JL8459,8459,Agent C1,AG006,David Tanaka,SELF,2039,,2205,WCHR,2E,,,,AircraftGate-A,,JFK,LAX,JL,Employee,JFK,0,2025-12-02T00:00:00Z
105,11726,DL8510,8510,Agent A1,AG001,Priya Taylor,SELF,246,,302,WCHR,12C,,,,AircraftGate-A,,JFK,ORD,DL,Employee,JFK,0,2025-12-02T00:00:00Z
106,11727,CX7419,7419,Agent D1,AG008,Ahmed Lee,OUTSOURCED,1120,,1136,MAAS,13C,,,,AircraftGate-A,N,JFK,LAX,CX,Employee,JFK,0,2025-12-02T00:00:00Z
107,11728,EK4560,4560,Agent C2,AG007,Fatima Mueller,SELF,1803,,1831,WCHR,11C,,,,Boarding Gate,,JFK,DXB,EK,Employee,JFK,0,2025-12-02T00:00:00Z
108,11729,UA2198,2198,Agent C1,AG006,George Anderson,SELF,518,,623,WCHR,15E,,,,Checkin Counter,,JFK,LHR,UA,Employee,JFK,0,2025-12-02T00:00:00Z
109,11730,LH7434,7434,Agent C2,AG007,Devi Sharma,SELF,850,,946,WCHC,27B,,,,Aircraft Point,,JFK,DEL,LH,Employee,JFK,0,2025-12-02T00:00:00Z
110,11731,UA9795,9795,Agent D1,AG008,Elena Garcia,SELF,2049,,2112,WCHR,38F,,,,Checkin Counter,,JFK,CDG,UA,Employee,JFK,0,2025-12-02T00:00:00Z
111,11732,QF8716,8716,Agent C1,AG006,Raj Chen,SELF,2037,,2125,DPNA,42E,,,,AircraftGate-A,,JFK,DXB,QF,Employee,JFK,0,2025-12-02T00:00:00Z
112,11733,MH8007,8007,Agent D1,AG008,Aditi Kim,SELF,806,,913,UMNR,24D,,,,Boarding Gate,,JFK,BOM,MH,Employee,JFK,0,2025-12-02T00:00:00Z
113,11734,SQ5486,5486,Agent C1,AG006,Maria Garcia,SELF,1508,,1607,BLND,15A,,,,Aircraft Point,,SYD,BNE,SQ,Employee,SYD,0,2025-12-03T00:00:00Z
114,11735,JL2706,2706,Agent D1,AG008,Aisha Tanaka,SELF,1624,1633,1633,MAAS,26D,,,,Aircraft Point,,SYD,LAX,JL,Employee,SYD,0,2025-12-03T00:00:00Z
115,11735,JL2706,2706,Agent D1,AG008,Aisha Tanaka,SELF,1647,,1737,MAAS,26D,,,,Aircraft Point,,SYD,LAX,JL,Employee,SYD,0,2025-12-03T00:00:00Z
116,11736,UA5588,5588,Agent C2,AG007,Hana Thomas,SELF,2140,,2246,WCHR,23E,,,,Aircraft Point,,SYD,BNE,UA,Employee,SYD,0,2025-12-03T00:00:00Z
117,11737,CX6212,6212,Agent B2,AG005,Yuki Kim,SELF,1138,1241,1241,WCHR,15D,,,,AircraftGate-A,,SYD,DEL,CX,Employee,SYD,0,2025-12-03T00:00:00Z
118,11737,CX6212,6212,Agent B2,AG005,Yuki Kim,SELF,1303,,1327,WCHR,15D,,,,AircraftGate-A,,SYD,DEL,CX,Employee,SYD,0,2025-12-03T00:00:00Z
119,11738,CX6654,6654,Agent A2,AG002,Aarav Thomas,SELF,1945,,2103,MEDA,2E,,,,Aircraft Point,,SYD,HKG,CX,Employee,SYD,0,2025-12-03T00:00:00Z
120,11739,BA5072,5072,Agent A1,AG001,Omar Patel,SELF,1934,,2047,WCMP,15E,,,,AircraftGate-A,,SYD,MEL,BA,Employee,SYD,1,2025-12-03T00:00:00Z
121,11740,MH9105,9105,Agent B1,AG004,Lakshmi Brown,SELF,853,,1005,MEDA,2C,,,,Aircraft Point,,SYD,MEL,MH,Employee,SYD,0,2025-12-03T00:00:00Z
122,11741,AA8813,8813,Agent A2,AG002,Lakshmi Brown,SELF,1415,,1451,WCHR,17C,,,,Aircraft Point,,SYD,DXB,AA,Employee,SYD,0,2025-12-03T00:00:00Z
123,11742,DL9096,9096,Agent A3,AG003,Elena Nguyen,SELF,424,,447,WCHR,18D,,,,Aircraft Point,,SYD,AKL,DL,Employee,SYD,0,2025-12-03T00:00:00Z
124,11743,JL3854,3854,Agent C2,AG007,James Kumar,OUTSOURCED,2053,,2116,WCHS,24F,,,,AircraftGate-A,,SYD,MEL,JL,Employee,SYD,0,2025-12-03T00:00:00Z
125,11744,CX2815,2815,Agent C1,AG006,Viktor Ali,SELF,1407,,1459,WCHR,14B,,,,Boarding Gate,,SYD,BNE,CX,Employee,SYD,0,2025-12-03T00:00:00Z
126,11745,EK3561,3561,Agent B2,AG005,Uma Thomas,SELF,1032,,1202,DPNA,9A,,,,Aircraft Point,,SYD,BNE,EK,Employee,SYD,0,2025-12-03T00:00:00Z
127,11746,EK7316,7316,Agent D1,AG008,Bianca Ali,SELF,1729,,1757,DPNA,1F,,,,Aircraft Point,,SYD,PER,EK,Employee,SYD,0,2025-12-03T00:00:00Z
128,11747,EK7662,7662,Agent A3,AG003,Ahmed Mueller,OUTSOURCED,1433,,1558,WCHR,33C,,,,Belt Area,,SYD,LAX,EK,Employee,SYD,0,2025-12-03T00:00:00Z
129,11748,QF6574,6574,Agent C2,AG007,Viktor Sharma,SELF,1729,,1814,WCHC,36A,,,,Belt Area,,SYD,MEL,QF,Employee,SYD,0,2025-12-03T00:00:00Z
130,11749,AA4778,4778,Agent B2,AG005,Devi Singh,SELF,1804,,1844,BLND,12A,,,,Aircraft Point,,SYD,HKG,AA,Employee,SYD,0,2025-12-03T00:00:00Z
131,11750,QF8590,8590,Agent B2,AG005,Sato Chen,SELF,2136,,2230,WCHR,8E,,,,Belt Area,,SYD,DXB,QF,Employee,SYD,0,2025-12-03T00:00:00Z
132,11751,EK6364,6364,Agent D1,AG008,Raj Santos,SELF,943,,1023,MAAS,41F,,,,Aircraft Point,,SYD,MEL,EK,Employee,SYD,0,2025-12-03T00:00:00Z
133,11752,QF3006,3006,Agent A1,AG001,Lakshmi Tanaka,SELF,1546,,1602,WCHR,13A,,,,AircraftGate-A,,SYD,PER,QF,Employee,SYD,0,2025-12-03T00:00:00Z
134,11753,QF7990,7990,Agent A3,AG003,Arjun Anderson,SELF,1000,,1022,WCHR,32A,,,,Checkin Counter,,KUL,SIN,QF,Employee,KUL,1,2025-12-03T00:00:00Z
135,11754,EK586,586,Agent C2,AG007,Uma Williams,SELF,853,,1001,DPNA,30C,,,,AircraftGate-A,,KUL,SIN,EK,Employee,KUL,0,2025-12-03T00:00:00Z
136,11755,CX7731,7731,Agent D1,AG008,Lakshmi Tanaka,SELF,1023,1051,1051,WCHR,7B,,,,Aircraft Point,,KUL,SIN,CX,Employee,KUL,0,2025-12-03T00:00:00Z
137,11755,CX7731,7731,Agent D1,AG008,Lakshmi Tanaka,SELF,1117,,1125,WCHR,7B,,,,Aircraft Point,,KUL,SIN,CX,Employee,KUL,0,2025-12-03T00:00:00Z
138,11756,QF6553,6553,Agent C2,AG007,Bianca Taylor,SELF,1807,,1908,DPNA,9C,,,,Aircraft Point,,KUL,BKK,QF,Employee,KUL,0,2025-12-03T00:00:00Z
139,11757,BA3110,3110,Agent C2,AG007,Uma Chen,SELF,937,1032,1032,WCHR,20B,,,,AircraftGate-A,,KUL,BKK,BA,Employee,KUL,0,2025-12-03T00:00:00Z
