row_id,id,flight,flight_number,agent_name,agent_no,passenger_name,prm_agent_type,start_time,paused_at,end_time,service,seat_number,scanned_by,scanned_by_user,remarks,pos_location,no_show_flag,loc_name,arrival,airline,emp_type,departure,requested,service_date
11,5965,6E184,184,Agent A2,AG002,Carlos Thomas,SELF,853,,957,DPNA,18D,,,,Aircraft Door,,BLR,DEL,6E,Employee,BLR,0,2025-12-01T00:00:00Z
12,5966,SV3055,3055,Agent D1,AG008,Wei Thomas,SELF,2145,,2305,WCHR,3E,,,,Boarding Gate,,BLR,SIN,SV,Employee,BLR,0,2025-12-01T00:00:00Z
13,5967,SQ5149,5149,Agent A2,AG002,Sato Singh,SELF,1125,,1149,WCHC,36D,,,,Aircraft Point,N,BLR,DOH,SQ,Employee,BLR,0,2025-12-01T00:00:00Z
14,5968,CX2005,2005,Agent A2,AG002,Uma Lee,OUTSOURCED,1254,,1339,WCHC,1F,,,,Aircraft Point,,BLR,BOM,CX,Employee,BLR,0,2025-12-01T00:00:00Z
15,5969,6E1982,1982,Agent D1,AG008,David Brown,OUTSOURCED,1656,,1813,WCHR,1D,,,,Aircraft Point,,BLR,CCU,6E,Employee,BLR,0,2025-12-01T00:00:00Z
16,5970,AI1255,1255,Agent A2,AG002,Aditi Chen,SELF,902,,948,WCHR,25B,,,,Aircraft Point,,BLR,MAA,AI,Employee,BLR,0,2025-12-01T00:00:00Z
17,5971,IX5264,5264,Agent B1,AG004,Hana Nguyen,SELF,1638,,1724,WCHC,18C,,,,Boarding Gate,,BLR,SIN,IX,Employee,BLR,0,2025-12-01T00:00:00Z
18,5972,SV2651,2651,Agent A3,AG003,Ahmed Wilson,OUTSOURCED,459,,527,WCHC,28F,,,,Aircraft Point,,BLR,DEL,SV,Employee,BLR,0,2025-12-01T00:00:00Z
19,5973,6E7051,7051,Agent D1,AG008,Elena Taylor,OUTSOURCED,1026,,1123,WCHR,38F,,,,Aircraft Point,,BLR,DEL,6E,Employee,BLR,0,2025-12-01T00:00:00Z
20,5974,AI3453,3453,Agent A1,AG001,Maria Mueller,SELF,2154,,2321,WCHR,8C,,,,Aircraft Point,,BLR,BOM,AI,Employee,BLR,0,2025-12-01T00:00:00Z
21,5975,SQ1382,1382,Agent C1,AG006,Chen Santos,SELF,1932,,2050,WCHR,41A,,,,Aircraft Point,,BOM,GOI,SQ,Employee,BOM,0,2025-12-01T00:00:00Z
22,5976,CX3444,3444,Agent D1,AG008,Carlos Santos,SELF,43,,139,BLND,42A,,,,AircraftGate-A,,BOM,DEL,CX,Employee,BOM,0,2025-12-01T00:00:00Z
23,5977,6E1726,1726,Agent C2,AG007,Omar Sharma,SELF,1245,,1404,WCHR,29D,,,,Boarding Gate,,BOM,DEL,6E,Employee,BOM,0,2025-12-01T00:00:00Z
24,5978,IX9556,9556,Agent C2,AG007,Bianca Sharma,SELF,240,,321,WCHR,30B,,,,Checkin Counter,,BOM,MAA,IX,Employee,BOM,0,2025-12-01T00:00:00Z
25,5979,IX3113,3113,Agent B2,AG005,Maria Thomas,OUTSOURCED,1025,1127,1127,WCHR,27D,,,,Belt Area,,BOM,DEL,IX,Employee,BOM,0,2025-12-01T00:00:00Z
26,5979,IX3113,3113,Agent B2,AG005,Maria Thomas,OUTSOURCED,1139,,1145,WCHR,27D,,,,Belt Area,,BOM,DEL,IX,Employee,BOM,0,2025-12-01T00:00:00Z
27,5980,AI9514,9514,Agent A2,AG002,Nadia Thomas,SELF,639,,711,WCHR,34B,,,,Aircraft Point,,BOM,JFK,AI,Employee,BOM,0,2025-12-01T00:00:00Z
28,5981,QR6122,6122,Agent A3,AG003,Chen Tanaka,SELF,711,,756,MAAS,17A,,,,Aircraft Point,,BOM,MAA,QR,Employee,BOM,0,2025-12-01T00:00:00Z
29,5982,SQ8026,8026,Agent B2,AG005,Aisha Anderson,OUTSOURCED,1816,,1907,MAAS,34A,,,,Aircraft Point,,BOM,LHR,SQ,Employee,BOM,0,2025-12-01T00:00:00Z
30,5983,IX3503,3503,Agent A3,AG003,Sato Taylor,SELF,1507,,1547,WCHR,26C,,,,Boarding Gate,,BOM,DEL,IX,Employee,BOM,0,2025-12-01T00:00:00Z
31,5984,QR1215,1215,Agent B1,AG004,Aarav Chen,SELF,1443,,1527,WCHR,29B,,,,Aircraft Point,,BOM,DEL,QR,Employee,BOM,0,2025-12-01T00:00:00Z
32,5985,SV2018,2018,Agent B1,AG004,Devi Taylor,SELF,1151,,1308,MAAS,11C,,,,Boarding Gate,,BOM,DOH,SV,Employee,BOM,0,2025-12-01T00:00:00Z
33,5986,QR8312,8312,Agent D1,AG008,Wei Singh,SELF,1014,,1042,WCHR,30F,,,,Aircraft Point,,BOM,DEL,QR,Employee,BOM,0,2025-12-01T00:00:00Z
34,5987,EK9849,9849,Agent B2,AG005,Kaori Singh,SELF,823,,909,MEDA,25D,,,,Aircraft Point,,BOM,DOH,EK,Employee,BOM,0,2025-12-01T00:00:00Z
35,5988,QR1873,1873,Agent C1,AG006,Hana Sharma,SELF,1658,,1734,BLND,6F,,,,AircraftGate-A,,BOM,BLR,QR,Employee,BOM,0,2025-12-01T00:00:00Z
36,5989,QR5191,5191,Agent A2,AG002,Aditi Nguyen,SELF,1557,,1626,WCHR,22F,,,,AircraftGate-A,,BOM,DEL,QR,Employee,BOM,0,2025-12-01T00:00:00Z
37,5990,AI3050,3050,Agent A1,AG001,Maria Sharma,SELF,1616,,1726,WCHR,10F,,,,Aircraft Point,,BOM,DEL,AI,Employee,BOM,0,2025-12-01T00:00:00Z
38,5991,SV747,747,Agent C2,AG007,Aarav Anderson,SELF,516,,547,DPNA,15E,,,,Aircraft Point,,BOM,GOI,SV,Employee,BOM,0,2025-12-01T00:00:00Z
39,5992,QR9119,9119,Agent A1,AG001,Tara Kim,SELF,140,,241,WCHR,39A,,,,Aircraft Point,,BOM,BLR,QR,Employee,BOM,0,2025-12-01T00:00:00Z
40,5993,AI1802,1802,Agent D1,AG008,Uma Kim,SELF,1645,,1812,WCHC,22A,,,,Aircraft Point,,BOM,DEL,AI,Employee,BOM,0,2025-12-01T00:00:00Z
41,5994,IX2592,2592,Agent B2,AG005,Wei Kim,SELF,1646,1701,1701,WCMP,33A,,,,AircraftGate-A,,BOM,DEL,IX,Employee,BOM,0,2025-12-01T00:00:00Z
42,5994,IX2592,2592,Agent B2,AG005,Wei Kim,SELF,1717,,1722,WCMP,33A,,,,AircraftGate-A,,BOM,DEL,IX,Employee,BOM,0,2025-12-01T00:00:00Z
43,5995,SQ1829,1829,Agent B2,AG005,Zara Tanaka,SELF,1501,,1543,UMNR,26C,,,,Aircraft Point,,BOM,LHR,SQ,Employee,BOM,0,2025-12-01T00:00:00Z
44,5996,EK3477,3477,Agent A2,AG002,Chen Tanaka,SELF,1711,,1805,UMNR,6F,,,,Aircraft Point,,BOM,CCU,EK,Employee,BOM,0,2025-12-01T00:00:00Z
45,5997,AI8536,8536,Agent C1,AG006,George Tanaka,OUTSOURCED,1950,,2036,WCHR,1C,,,,Aircraft Door,,MAA,HYD,AI,Employee,MAA,0,2025-12-01T00:00:00Z
46,5998,6E305,305,Agent D1,AG008,Tara Lee,OUTSOURCED,1514,1526,1526,WCHR,36B,,,,Boarding Gate,,MAA,CCU,6E,Employee,MAA,0,2025-12-01T00:00:00Z
47,5998,6E305,305,Agent D1,AG008,Tara Lee,OUTSOURCED,1538,,1646,WCHR,36B,,,,Boarding Gate,,MAA,CCU,6E,Employee,MAA,0,2025-12-01T00:00:00Z
48,5999,AI9247,9247,Agent A3,AG003,Ahmed Lee,OUTSOURCED,540,,600,WCHC,32E,,,,AircraftGate-A,,MAA,BOM,AI,Employee,MAA,0,2025-12-01T00:00:00Z
49,6000,BA1228,1228,Agent B2,AG005,Raj Sharma,SELF,1553,1600,1600,WCHR,24E,,,,AircraftGate-A,,MAA,BLR,BA,Employee,MAA,0,2025-12-01T00:00:00Z
50,6000,BA1228,1228,Agent B2,AG005,Raj Sharma,SELF,1619,,1629,WCHR,24E,,,,AircraftGate-A,,MAA,BLR,BA,Employee,MAA,0,2025-12-01T00:00:00Z
51,6001,6E6225,6225,Agent A2,AG002,Aisha Garcia,OUTSOURCED,1554,,1626,WCHR,12D,,,,AircraftGate-A,,MAA,LHR,6E,Employee,MAA,0,2025-12-01T00:00:00Z
52,6002,IX5586,5586,Agent D1,AG008,Lakshmi Kim,SELF,830,847,847,WCHC,8F,,,,Aircraft Point,,MAA,KUL,IX,Employee,MAA,0,2025-12-01T00:00:00Z
53,6002,IX5586,5586,Agent D1,AG008,Lakshmi Kim,SELF,900,,916,WCHC,8F,,,,Aircraft Point,,MAA,KUL,IX,Employee,MAA,0,2025-12-01T00:00:00Z
54,6003,BA6130,6130,Agent B2,AG005,David Patel,OUTSOURCED,440,,555,WCHR,14F,,,,AircraftGate-A,,MAA,DEL,BA,Employee,MAA,0,2025-12-01T00:00:00Z
55,6004,6E1027,1027,Agent B2,AG005,Tara Tanaka,SELF,1117,,1153,MAAS,7F,,,,Aircraft Door,,MAA,DEL,6E,Employee,MAA,0,2025-12-01T00:00:00Z
56,6005,EK5050,5050,Agent A3,AG003,Nadia Anderson,SELF,511,,628,WCHR,9D,,,,Aircraft Point,,BLR,CCU,EK,Employee,BLR,0,2025-12-02T00:00:00Z
57,6006,MH2652,2652,Agent A1,AG001,Elena Thomas,SELF,637,,705,WCHR,34F,,,,Aircraft Point,,BLR,SIN,MH,Employee,BLR,0,2025-12-02T00:00:00Z
58,6007,MH2805,2805,Agent B2,AG005,Ibrahim Sharma,SELF,750,,819,WCHR,23E,,,,Aircraft Point,,BLR,MAA,MH,Employee,BLR,0,2025-12-02T00:00:00Z
59,6008,IX7270,7270,Agent B1,AG004,Kaori Garcia,SELF,116,,226,MAAS,18D,,,,Aircraft Point,N,BLR,HYD,IX,Employee,BLR,0,2025-12-02T00:00:00Z
60,6009,IX9220,9220,Agent B2,AG005,Tara Kumar,SELF,701,,821,WCHR,9D,,,,Boarding Gate,,BLR,HYD,IX,Employee,BLR,0,2025-12-02T00:00:00Z
61,6010,MH4369,4369,Agent A1,AG001,Fatima Tanaka,SELF,1445,,1523,WCHS,26F,,,,Checkin Counter,,BLR,DEL,MH,Employee,BLR,0,2025-12-02T00:00:00Z
62,6011,6E7423,7423,Agent C2,AG007,Aditi Patel,SELF,1528,,1608,WCHR,42C,,,,AircraftGate-A,,BLR,HYD,6E,Employee,BLR,0,2025-12-02T00:00:00Z
63,6012,QR1257,1257,Agent B2,AG005,Arjun Nguyen,OUTSOURCED,140,,215,MAAS,12D,,,,Boarding Gate,,BLR,SIN,QR,Employee,BLR,0,2025-12-02T00:00:00Z
64,6013,QR4198,4198,Agent C1,AG006,Lakshmi Anderson,SELF,856,,918,WCHR,40D,,,,AircraftGate-A,,BLR,DEL,QR,Employee,BLR,0,2025-12-02T00:00:00Z
65,6014,EK2257,2257,Agent A1,AG001,Chen Mueller,SELF,1651,,1753,UMNR,29E,,,,Aircraft Point,,BLR,DEL,EK,Employee,BLR,0,2025-12-02T00:00:00Z
66,6015,IX3303,3303,Agent B2,AG005,Ibrahim Mueller,SELF,1911,1918,1918,WCHS,13E,,,,AircraftGate-A,,BLR,MAA,IX,Employee,BLR,0,2025-12-02T00:00:00Z
67,6015,IX3303,3303,Agent B2,AG005,Ibrahim Mueller,SELF,1925,,2040,WCHS,13E,,,,AircraftGate-A,,BLR,MAA,IX,Employee,BLR,0,2025-12-02T00:00:00Z
68,6016,SV4523,4523,Agent B2,AG005,Aisha Williams,SELF,713,,837,MAAS,41F,,,,AircraftGate-A,,BLR,GOI,SV,Employee,BLR,0,2025-12-02T00:00:00Z
69,6017,AI2192,2192,Agent A3,AG003,Nadia Kim,OUTSOURCED,1238,,1303,MEDA,10E,,,,Boarding Gate,,BLR,DEL,AI,Employee,BLR,0,2025-12-02T00:00:00Z
70,6018,BA7068,7068,Agent A2,AG002,George Williams,SELF,1930,,2003,WCMP,20D,,,,Checkin Counter,,BLR,SIN,BA,Employee,BLR,0,2025-12-02T00:00:00Z
71,6019,IX4153,4153,Agent A3,AG003,Zara Ali,OUTSOURCED,1519,,1557,WCHC,25C,,,,AircraftGate-A,,BLR,KUL,IX,Employee,BLR,0,2025-12-02T00:00:00Z
72,6020,6E3038,3038,Agent C2,AG007,Wei Chen,SELF,152,,218,WCHS,13F,,,,Aircraft Point,N,BLR,BOM,6E,Employee,BLR,0,2025-12-02T00:00:00Z
73,6021,QR1004,1004,Agent C2,AG007,Zara Nguyen,SELF,807,,852,BLND,11B,,,,AircraftGate-A,N,BLR,MAA,QR,Employee,BLR,0,2025-12-02T00:00:00Z
74,6022,AI7905,7905,Agent B2,AG005,Yuki Nguyen,SELF,1521,,1606,WCHS,39B,,,,Aircraft Point,,BOM,DOH,AI,Employee,BOM,0,2025-12-02T00:00:00Z
75,6023,SQ5662,5662,Agent A1,AG001,Zara Sharma,SELF,1013,1053,1053,WCHC,24A,,,,AircraftGate-A,,BOM,DEL,SQ,Employee,BOM,0,2025-12-02T00:00:00Z
76,6023,SQ5662,5662,Agent A1,AG001,Zara Sharma,SELF,1111,,1130,WCHC,24A,,,,AircraftGate-A,,BOM,DEL,SQ,Employee,BOM,0,2025-12-02T00:00:00Z
77,6024,QR4096,4096,Agent A2,AG002,Omar Tanaka,SELF,1035,1056,1056,MAAS,11F,,,,Belt Area,N,BOM,MAA,QR,Employee,BOM,0,2025-12-02T00:00:00Z
78,6024,QR4096,4096,Agent A2,AG002,Omar Tanaka,SELF,1114,,1129,MAAS,11F,,,,Belt Area,N,BOM,MAA,QR,Employee,BOM,0,2025-12-02T00:00:00Z
79,6025,6E1060,1060,Agent C1,AG006,James Johnson,OUTSOURCED,1156,,1303,WCHC,37E,,,,Checkin Counter,,BOM,DEL,6E,Employee,BOM,0,2025-12-02T00:00:00Z
80,6026,AI3894,3894,Agent A1,AG001,Hana Wilson,SELF,943,1004,1004,MEDA,42B,,,,Aircraft Point,,BOM,SIN,AI,Employee,BOM,0,2025-12-02T00:00:00Z
81,6026,AI3894,3894,Agent A1,AG001,Hana Wilson,SELF,1026,,1059,MEDA,42B,,,,Aircraft Point,,BOM,SIN,AI,Employee,BOM,0,2025-12-02T00:00:00Z
82,6027,AI3538,3538,Agent B1,AG004,Zara Wilson,SELF,1453,,1545,WCMP,1B,,,,Aircraft Point,,BOM,CCU,AI,Employee,BOM,0,2025-12-02T00:00:00Z
83,6028,BA3661,3661,Agent A3,AG003,Chen Singh,OUTSOURCED,1015,,1138,WCHC,42E,,,,Checkin Counter,,BOM,BLR,BA,Employee,BOM,0,2025-12-02T00:00:00Z
84,6029,QR1599,1599,Agent B1,AG004,Carlos Patel,SELF,1411,,1527,WCHS,42A,,,,Boarding Gate,,BOM,MAA,QR,Employee,BOM,0,2025-12-02T00:00:00Z
85,6030,SQ2520,2520,Agent A2,AG002,Maria Wilson,SELF,2044,,2119,WCHC,22E,,,,Aircraft Point,,BOM,HYD,SQ,Employee,BOM,0,2025-12-02T00:00:00Z
86,6031,EK8485,8485,Agent A2,AG002,Hana Thomas,SELF,29,,148,WCHR,11E,,,,Aircraft Point,,BOM,BLR,EK,Employee,BOM,0,2025-12-02T00:00:00Z
87,6032,6E9995,9995,Agent A2,AG002,Arjun Santos,OUTSOURCED,356,,523,MAAS,35B,,,,Aircraft Point,,BOM,HYD,6E,Employee,BOM,0,2025-12-02T00:00:00Z
88,6033,SQ4585,4585,Agent B1,AG004,Tara Santos,SELF,419,,547,WCHR,5F,,,,AircraftGate-A,,BOM,GOI,SQ,Employee,BOM,0,2025-12-02T00:00:00Z
89,6034,IX8454,8454,Agent A2,AG002,Tara Williams,SELF,310,,336,WCHR,5B,,,,Aircraft Point,,BOM,GOI,IX,Employee,BOM,0,2025-12-02T00:00:00Z
90,6035,QR4661,4661,Agent A1,AG001,Aisha Thomas,OUTSOURCED,626,655,655,WCHS,40D,,,,AircraftGate-A,,BOM,DEL,QR,Employee,BOM,0,2025-12-02T00:00:00Z
91,6035,QR4661,4661,Agent A1,AG001,Aisha Thomas,OUTSOURCED,707,,738,WCHS,40D,,,,AircraftGate-A,,BOM,DEL,QR,Employee,BOM,0,2025-12-02T00:00:00Z
92,6036,6E5782,5782,Agent B2,AG005,Raj Nguyen,OUTSOURCED,942,,1024,WCHS,30F,,,,Aircraft Point,,BOM,JFK,6E,Employee,BOM,0,2025-12-02T00:00:00Z
93,6037,QR4021,4021,Agent B1,AG004,Yuki Kim,OUTSOURCED,950,,1020,WCHC,24F,,,,Boarding Gate,,BOM,HYD,QR,Employee,BOM,0,2025-12-02T00:00:00Z
94,6038,AI629,629,Agent B1,AG004,Raj Patel,SELF,1223,,1321,WCHC,20D,,,,Aircraft Point,,BOM,BLR,AI,Employee,BOM,0,2025-12-02T00:00:00Z
95,6039,AI7123,7123,Agent C1,AG006,James Patel,SELF,629,,719,WCHR,6E,,,,AircraftGate-A,,BOM,BLR,AI,Employee,BOM,0,2025-12-02T00:00:00Z
96,6040,EK3618,3618,Agent A3,AG003,Nadia Patel,SELF,1237,,1311,WCHR,36F,,,,Boarding Gate,,BOM,BLR,EK,Employee,BOM,0,2025-12-02T00:00:00Z
97,6041,EK5609,5609,Agent D1,AG008,Fatima Tanaka,SELF,842,,920,UMNR,20E,,,,Boarding Gate,,BOM,BLR,EK,Employee,BOM,0,2025-12-02T00:00:00Z
98,6042,IX8963,8963,Agent D1,AG008,Bianca Thomas,SELF,1148,,1303,WCHR,29F,,,,AircraftGate-A,,MAA,HYD,IX,Employee,MAA,0,2025-12-02T00:00:00Z
99,6043,AI4485,4485,Agent C1,AG006,Aarav Thomas,SELF,723,,824,WCHR,37C,,,,Aircraft Point,,MAA,CCU,AI,Employee,MAA,0,2025-12-02T00:00:00Z
100,6044,SQ8181,8181,Agent A3,AG003,Maria Sharma,OUTSOURCED,644,,716,DPNA,15F,,,,Aircraft Point,,MAA,BLR,SQ,Employee,MAA,1,2025-12-02T00:00:00Z
101,6045,QR8049,8049,Agent C1,AG006,James Wilson,SELF,844,,917,MAAS,18A,,,,Aircraft Point,,MAA,BLR,QR,Employee,MAA,0,2025-12-02T00:00:00Z
102,6046,AI9299,9299,Agent A3,AG003,Omar Taylor,SELF,1141,,1226,WCHR,20A,,,,AircraftGate-A,,MAA,KUL,AI,Employee,MAA,0,2025-12-02T00:00:00Z
103,6047,IX8865,8865,Agent C2,AG007,David Ali,SELF,954,,1047,WCHC,31A,,,,AircraftGate-A,N,MAA,CCU,IX,Employee,MAA,0,2025-12-02T00:00:00Z
104,6048,AI1424,1424,Agent C1,AG006,David Mueller,SELF,1958,2008,2008,MAAS,2F,,,,Boarding Gate,,MAA,DXB,AI,Employee,MAA,0,2025-12-02T00:00:00Z
105,6048,AI1424,1424,Agent C1,AG006,David Mueller,SELF,2032,,2037,MAAS,2F,,,,Boarding Gate,,MAA,DXB,AI,Employee,MAA,0,2025-12-02T00:00:00Z
106,6049,AI6861,6861,Agent A1,AG001,Aditi Ali,SELF,1122,,1249,WCHR,35F,,,,Aircraft Point,,MAA,HYD,AI,Employee,MAA,0,2025-12-02T00:00:00Z
107,6050,EK6704,6704,Agent A1,AG001,Chen Garcia,SELF,818,,840,WCHR,5D,,,,Aircraft Point,,MAA,HYD,EK,Employee,MAA,0,2025-12-02T00:00:00Z
108,6051,AI2357,2357,Agent C2,AG007,Omar Johnson,SELF,1658,,1752,MAAS,28C,,,,Aircraft Point,,BLR,SIN,AI,Employee,BLR,0,2025-12-03T00:00:00Z
109,6052,SV991,991,Agent A1,AG001,Omar Ali,SELF,906,,959,WCHR,9F,,,,Checkin Counter,,BLR,BOM,SV,Employee,BLR,0,2025-12-03T00:00:00Z
110,6053,AI2707,2707,Agent C2,AG007,Devi Singh,SELF,808,,920,UMNR,41D,,,,Boarding Gate,,BLR,MAA,AI,Employee,BLR,0,2025-12-03T00:00:00Z
111,6054,6E3639,3639,Agent B2,AG005,Nadia Johnson,SELF,1659,,1811,WCHR,8C,,,,AircraftGate-A,,BLR,HYD,6E,Employee,BLR,0,2025-12-03T00:00:00Z
112,6055,QR6035,6035,Agent D1,AG008,Zara Lee,SELF,2040,,2134,MAAS,16E,,,,AircraftGate-A,,BLR,DEL,QR,Employee,BLR,0,2025-12-03T00:00:00Z
113,6056,IX6153,6153,Agent A2,AG002,George Kim,SELF,832,,942,MAAS,10F,,,,Belt Area,,BLR,HYD,IX,Employee,BLR,0,2025-12-03T00:00:00Z
114,6057,AI1903,1903,Agent C2,AG007,David Johnson,SELF,1812,,1941,WCHR,20B,,,,Boarding Gate,,BLR,MAA,AI,Employee,BLR,0,2025-12-03T00:00:00Z
115,6058,MH576,576,Agent A1,AG001,Maria Santos,SELF,651,,717,WCHC,3D,,,,Boarding Gate,,BLR,MAA,MH,Employee,BLR,0,2025-12-03T00:00:00Z
116,6059,QR3005,3005,Agent A2,AG002,Lakshmi Williams,SELF,1124,,1158,WCHC,36F,,,,AircraftGate-A,,BLR,MAA,QR,Employee,BLR,0,2025-12-03T00:00:00Z
117,6060,AI8436,8436,Agent B1,AG004,Viktor Kumar,OUTSOURCED,850,,932,WCHR,10B,,,,Belt Area,,BLR,DEL,AI,Employee,BLR,0,2025-12-03T00:00:00Z
118,6061,IX1570,1570,Agent B1,AG004,Tara Wilson,SELF,602,,724,WCHR,10C,,,,AircraftGate-A,,BLR,HYD,IX,Employee,BLR,0,2025-12-03T00:00:00Z
119,6062,IX4740,4740,Agent C1,AG006,Kaori Mueller,OUTSOURCED,1935,,2101,WCHR,37F,,,,AircraftGate-A,N,BLR,GOI,IX,Employee,BLR,0,2025-12-03T00:00:00Z
120,6063,6E2068,2068,Agent A2,AG002,Arjun Sharma,SELF,1058,,1117,DPNA,34C,,,,Aircraft Point,,BLR,HYD,6E,Employee,BLR,0,2025-12-03T00:00:00Z
121,6064,BA6167,6167,Agent A2,AG002,Devi Singh,OUTSOURCED,1304,,1425,WCHR,26D,,,,Aircraft Door,N,BLR,SIN,BA,Employee,BLR,0,2025-12-03T00:00:00Z
122,6065,6E1661,1661,Agent A3,AG003,Viktor Nguyen,SELF,510,551,551,MAAS,14E,,,,Boarding Gate,,BLR,GOI,6E,Employee,BLR,0,2025-12-03T00:00:00Z
123,6065,6E1661,1661,Agent A3,AG003,Viktor Nguyen,SELF,619,,627,MAAS,14E,,,,Boarding Gate,,BLR,GOI,6E,Employee,BLR,0,2025-12-03T00:00:00Z
124,6066,IX2573,2573,Agent A1,AG001,James Tanaka,SELF,523,,624,WCHC,8F,,,,Boarding Gate,,BLR,BOM,IX,Employee,BLR,0,2025-12-03T00:00:00Z
125,6067,AI2836,2836,Agent A2,AG002,Lakshmi Tanaka,SELF,1017,,1054,WCHC,17A,,,,AircraftGate-A,,BLR,HYD,AI,Employee,BLR,0,2025-12-03T00:00:00Z
126,6068,SQ4480,4480,Agent A3,AG003,Bianca Wilson,SELF,947,,1002,WCHR,26C,,,,Boarding Gate,,BLR,DEL,SQ,Employee,BLR,0,2025-12-03T00:00:00Z
127,6069,SQ979,979,Agent C1,AG006,Carlos Patel,SELF,419,,548,WCHC,2D,,,,Aircraft Point,,BLR,DXB,SQ,Employee,BLR,0,2025-12-03T00:00:00Z
128,6070,AI3171,3171,Agent A3,AG003,Yuki Johnson,SELF,1116,,1132,WCHC,27D,,,,Aircraft Point,,BLR,BOM,AI,Employee,BLR,0,2025-12-03T00:00:00Z
129,6071,6E6810,6810,Agent B1,AG004,Aditi Taylor,SELF,1103,,1221,WCHR,18E,,,,Boarding Gate,,BOM,LHR,6E,Employee,BOM,0,2025-12-03T00:00:00Z
130,6072,AI2578,2578,Agent B2,AG005,Maria Garcia,OUTSOURCED,1121,1209,1209,DPNA,4A,,,,Boarding Gate,,BOM,MAA,AI,Employee,BOM,0,2025-12-03T00:00:00Z
131,6072,AI2578,2578,Agent B2,AG005,Maria Garcia,OUTSOURCED,1230,,1240,DPNA,4A,,,,Boarding Gate,,BOM,MAA,AI,Employee,BOM,0,2025-12-03T00:00:00Z
132,6073,6E4668,4668,Agent B2,AG005,James Taylor,OUTSOURCED,1958,,2115,UMNR,10F,,,,Boarding Gate,,BOM,DEL,6E,Employee,BOM,0,2025-12-03T00:00:00Z
133,6074,6E2905,2905,Agent A3,AG003,Wei Nguyen,OUTSOURCED,255,,313,WCHR,19C,,,,Checkin Counter,,BOM,LHR,6E,Employee,BOM,0,2025-12-03T00:00:00Z
134,6075,6E2277,2277,Agent B1,AG004,Aarav Anderson,SELF,746,,824,WCHC,38F,,,,Checkin Counter,,BOM,MAA,6E,Employee,BOM,0,2025-12-03T00:00:00Z
135,6076,QR2573,2573,Agent C2,AG007,Hana Lee,SELF,520,,627,WCHR,17B,,,,Checkin Counter,,BOM,CCU,QR,Employee,BOM,0,2025-12-03T00:00:00Z
136,6077,6E3453,3453,Agent C2,AG007,Maria Patel,SELF,221,,248,WCHR,19A,,,,Aircraft Point,,BOM,HYD,6E,Employee,BOM,0,2025-12-03T00:00:00Z
137,6078,6E5497,5497,Agent A2,AG002,Viktor Tanaka,SELF,2106,,2122,WCHC,22D,,,,Aircraft Point,,BOM,HYD,6E,Employee,BOM,0,2025-12-03T00:00:00Z
138,6079,AI8247,8247,Agent A3,AG003,Raj Patel,SELF,1252,,1320,WCHR,12F,,,,Aircraft Point,,BOM,DEL,AI,Employee,BOM,0,2025-12-03T00:00:00Z
139,6080,CX7821,7821,Agent A1,AG001,Aisha Santos,SELF,1148,,1205,WCHR,31E,,,,AircraftGate-A,,BOM,DEL,CX,Employee,BOM,0,2025-12-03T00:00:00Z
